otu	sim	del	ins	mis	len	score	hit
756	denovo5929	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
757	denovo5961	99.64	0	0	1	276	1371	C17.1_JF683322
758	denovo5971	99.64	0	0	1	276	1371	C17_AY239370
759	denovo5983	99.64	0	0	1	276	1371	C21.1_JF683323
760	denovo5999	99.64	0	0	1	276	1371	C17.1_JF683322
761	denovo6011	99.64	0	0	1	276	1371	C21.11_HQ630874
762	denovo603	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
763	denovo6075	99.64	0	0	1	276	1371	C21.5_JF683327
764	denovo6095	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
765	denovo6122	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
766	denovo6189	99.64	0	0	1	276	1371	C21.5_JF683327
767	denovo6222	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
768	denovo6243	99.64	0	0	1	276	1371	C21.14_FJ461516;C21.11_HQ630874
769	denovo6252	99.64	0	0	1	276	1371	C21.5_JF683327;C21.11_HQ630874
770	denovo631	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
771	denovo6324	99.64	0	0	1	276	1371	C21.11_HQ630874
772	denovo6461	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
773	denovo650	99.64	0	0	1	276	1371	C21.8_JF683329
774	denovo6583	99.64	0	0	1	276	1371	C21.3_JF683325
775	denovo6625	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
776	denovo6690	99.64	0	0	1	276	1371	C21.11_HQ630874
777	denovo6705	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
778	denovo6754	99.64	0	0	1	276	1371	C21.5_JF683327;C21.1_JF683323
779	denovo6776	99.64	0	0	1	276	1371	C21.9_JF683330
780	denovo6778	99.64	0	0	1	276	1371	C21.5_JF683327
781	denovo678	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
782	denovo6783	99.64	0	0	1	276	1371	C17_AY239370
783	denovo6784	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
784	denovo6850	99.64	0	0	1	276	1371	C21.11_HQ630874
785	denovo6870	99.64	0	0	1	276	1371	C21.11_HQ630874
786	denovo691	99.64	0	0	1	276	1371	C21.2_JF683324
787	denovo6921	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
788	denovo791	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
789	denovo81	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
790	denovo893	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
791	denovo927	99.64	0	0	1	276	1371	C17_AY239370;C21.11_HQ630874
792	denovo937	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
793	denovo979	99.64	0	0	1	276	1371	C21.11_HQ630874
794	denovo980	99.64	0	0	1	276	1371	C21.2_JF683324
795	denovo992	99.64	0	0	1	276	1371	C21.2_JF683324
796	denovo5351	98.93	1	0	2	280	1371	C31_AY258496
797	denovo1091	98.59	1	1	2	283	1371	C3_AB778606;C93_AJ621536
798	denovo1952	98.59	1	1	2	283	1371	C1_JN558041;C94_AJ621539
799	denovo2459	98.59	1	1	2	283	1371	C3_AB778606;C93_AJ621536
800	denovo3204	98.59	1	1	2	283	1371	C3_AB778606;C93_AJ621536
801	denovo3603	98.59	1	1	2	283	1371	C3_AB778606;C93_AJ621536;C16_AY258477
802	denovo3799	98.59	1	1	2	283	1371	C3_AB778606;C93_AJ621536
803	denovo4435	98.59	1	1	2	283	1371	C1190_EU099841
804	denovo5095	98.59	1	1	2	283	1371	C3_AB778606;C93_AJ621536
805	denovo6042	98.59	1	1	2	283	1371	C3_AB778606;C93_AJ621536
806	denovo5440	98.93	1	0	2	280	1371.5	C31_AY258496
807	denovo5499	98.93	1	0	2	280	1371.5	C31_AY258496
808	denovo1143	99.28	0	0	2	278	1372	C17.2_FJ461513
809	denovo1223	99.28	0	0	2	278	1372	C17.2_FJ461513
810	denovo131	99.28	0	0	2	278	1372	C17.2_FJ461513
811	denovo1362	99.28	0	0	2	278	1372	C17.2_FJ461513
812	denovo1384	99.28	0	0	2	278	1372	C17.2_FJ461513
813	denovo1421	99.28	0	0	2	278	1372	C17.2_FJ461513
814	denovo143	99.28	0	0	2	278	1372	C17.2_FJ461513
815	denovo1590	99.28	0	0	2	278	1372	C17.2_FJ461513
816	denovo167	99.28	0	0	2	278	1372	C17.2_FJ461513
817	denovo1948	99.28	0	0	2	278	1372	C17.2_FJ461513
818	denovo2106	99.28	0	0	2	278	1372	C17.2_FJ461513
819	denovo2222	99.28	0	0	2	278	1372	C17.2_FJ461513
820	denovo2267	99.28	0	0	2	278	1372	C17.2_FJ461513
821	denovo2392	99.28	0	0	2	278	1372	C17.2_FJ461513
822	denovo2397	99.28	0	0	2	278	1372	C17.2_FJ461513
823	denovo2479	99.28	0	0	2	278	1372	C17.2_FJ461513
824	denovo2484	99.28	0	0	2	278	1372	C17.2_FJ461513
825	denovo2597	99.28	0	0	2	278	1372	C17.2_FJ461513
826	denovo2637	99.28	0	0	2	278	1372	C17.2_FJ461513
827	denovo268	99.28	0	0	2	278	1372	C17.2_FJ461513
828	denovo2724	99.28	0	0	2	278	1372	C17.2_FJ461513
829	denovo2866	99.28	0	0	2	278	1372	C17.2_FJ461513
830	denovo315	99.28	0	0	2	278	1372	C17.2_FJ461513
831	denovo3167	99.28	0	0	2	278	1372	C17.2_FJ461513
832	denovo3172	99.28	0	0	2	278	1372	C17.2_FJ461513
833	denovo3238	99.28	0	0	2	278	1372	C17.2_FJ461513
834	denovo3246	99.28	0	0	2	278	1372	C17.2_FJ461513
835	denovo3273	99.28	0	0	2	278	1372	C17.2_FJ461513
836	denovo3299	99.28	0	0	2	278	1372	C17.2_FJ461513
837	denovo3309	99.28	0	0	2	278	1372	C17.2_FJ461513
838	denovo3372	99.28	0	0	2	278	1372	C17.2_FJ461513
839	denovo3561	99.28	0	0	2	278	1372	C17.2_FJ461513
840	denovo3606	99.28	0	0	2	278	1372	C17.2_FJ461513
841	denovo391	99.28	0	0	2	278	1372	C17.2_FJ461513
842	denovo4073	99.28	0	0	2	278	1372	C17.2_FJ461513
843	denovo4077	99.28	0	0	2	278	1372	C17.2_FJ461513
844	denovo4156	99.28	0	0	2	278	1372	C17.2_FJ461513
845	denovo4173	99.28	0	0	2	278	1372	C17.2_FJ461513
846	denovo4218	99.28	0	0	2	278	1372	C17.2_FJ461513
847	denovo4239	99.28	0	0	2	278	1372	C17.2_FJ461513
848	denovo4380	99.28	0	0	2	278	1372	C17.2_FJ461513
849	denovo4638	99.28	0	0	2	278	1372	C17.2_FJ461513
850	denovo4732	99.28	0	0	2	278	1372	C17.2_FJ461513
851	denovo4796	99.28	0	0	2	278	1372	C17.2_FJ461513
852	denovo5058	99.28	0	0	2	278	1372	C17.2_FJ461513
853	denovo5082	99.28	0	0	2	278	1372	C17.2_FJ461513
854	denovo5274	99.28	0	0	2	278	1372	C17.2_FJ461513
855	denovo536	99.28	0	0	2	278	1372	C17.2_FJ461513
856	denovo5375	99.28	0	0	2	278	1372	C17.2_FJ461513
857	denovo5386	99.28	0	0	2	278	1372	C17.2_FJ461513
858	denovo5432	99.28	0	0	2	278	1372	C17.2_FJ461513
859	denovo5530	99.28	0	0	2	278	1372	C17.2_FJ461513
860	denovo5563	99.28	0	0	2	278	1372	C17.2_FJ461513
861	denovo5684	99.28	0	0	2	278	1372	C17.2_FJ461513
862	denovo5694	99.28	0	0	2	278	1372	C17.2_FJ461513
863	denovo5797	99.28	0	0	2	278	1372	C17.2_FJ461513
864	denovo5884	99.28	0	0	2	278	1372	C17.2_FJ461513
865	denovo5937	99.28	0	0	2	278	1372	C17.2_FJ461513
866	denovo6006	99.28	0	0	2	278	1372	C17.2_FJ461513
867	denovo6202	99.28	0	0	2	278	1372	C17.2_FJ461513
868	denovo6442	99.28	0	0	2	278	1372	C17.2_FJ461513
869	denovo655	99.28	0	0	2	278	1372	C17.2_FJ461513
870	denovo6689	99.28	0	0	2	278	1372	C17.2_FJ461513
871	denovo6765	99.28	0	0	2	278	1372	C17.2_FJ461513
872	denovo694	99.28	0	0	2	278	1372	C17.2_FJ461513
873	denovo701	99.28	0	0	2	278	1372	C17.2_FJ461513
874	denovo728	99.28	0	0	2	278	1372	C17.2_FJ461513
875	denovo756	99.28	0	0	2	278	1372	C17.2_FJ461513
876	denovo757	99.28	0	0	2	278	1372	C17.2_FJ461513
877	denovo801	99.28	0	0	2	278	1372	C17.2_FJ461513
878	denovo832	99.28	0	0	2	278	1372	C17.2_FJ461513
879	denovo834	99.28	0	0	2	278	1372	C17.2_FJ461513
880	denovo913	99.28	0	0	2	278	1372	C17.2_FJ461513
881	denovo968	99.28	0	0	2	278	1372	C17.2_FJ461513
882	denovo1747	98.93	0	0	3	280	1373	C31_AY258496
883	denovo1821	98.93	0	0	3	280	1373	C31_AY258496
884	denovo208	98.93	0	0	3	280	1373	C31_AY258496
885	denovo2476	98.93	0	0	3	280	1373	C31_AY258496
886	denovo3468	98.93	0	0	3	280	1373	C31_AY258496
887	denovo3731	98.93	0	0	3	280	1373	C31.2_JF683332;C31a_AY589746
888	denovo3844	98.93	0	0	3	280	1373	C31_AY258496
889	denovo4278	98.93	0	0	3	280	1373	C31_AY258496
890	denovo5112	98.93	0	0	3	280	1373	C31_AY258496
891	denovo5363	98.93	0	0	3	280	1373	C31_AY258496
892	denovo5758	98.93	0	0	3	280	1373	C31_AY258496
893	denovo5772	98.93	0	0	3	280	1373	C31_AY258496
894	denovo6597	98.93	0	0	3	280	1373	C31_AY258496
895	denovo6908	98.93	0	0	3	280	1373	C31_AY258496
896	denovo1313	99.29	1	1	0	280	1374	C31_AY258496
897	denovo2882	99.29	1	1	0	280	1374	C31_AY258496
898	denovo3428	99.29	1	1	0	280	1374	C31_AY258496
899	denovo4970	99.29	1	1	0	280	1374	C31_AY258496
900	denovo5980	99.29	1	1	0	280	1374	C31_AY258496;C31.1_HQ630876
901	denovo4963	98.58	0	0	4	282	1374	C3.1_JF683321
902	denovo4098	98.59	3	0	1	283	1374	C7_AF499797;C1040_AB190269
903	denovo4141	98.24	0	0	5	284	1375	C1054_AY186565
904	denovo1493	99.29	0	1	1	280	1375.5	C31.1_HQ630876
905	denovo4564	99.29	0	1	1	280	1375.5	C31_AY258496
906	denovo52	99.29	0	1	1	280	1375.5	C31_AY258496
907	denovo5308	99.29	0	1	1	280	1375.5	C31_AY258496
908	denovo565	99.29	0	1	1	280	1375.5	C31_AY258496
909	denovo5857	99.29	0	1	1	280	1375.5	C31_AY258496
910	denovo6916	99.29	0	1	1	280	1375.5	C31.2_JF683332;C31_AY258496
911	denovo2055	98.59	2	0	2	283	1375.5	C3_AB778606;C1207_EU074964
912	denovo538	98.59	2	0	2	283	1375.5	C3_AB778606;C65a_AY589770;C1p_GU907652
913	denovo5844	98.59	2	0	2	283	1375.5	C3_AB778606;C1052_AY186570
914	denovo1289	99.64	0	0	1	277	1376	C35.2_AY258500
915	denovo3393	99.28	0	0	2	279	1377	C31.9_HQ630879
916	denovo5197	99.28	0	0	2	279	1377	C31.9_HQ630879
917	denovo1158	98.59	1	0	3	283	1377	C1_JN558041
918	denovo2817	98.59	1	0	3	283	1377	C41_AY258486
919	denovo3447	98.59	1	0	3	283	1377.5	C3_AB778606
920	denovo398	98.59	1	0	3	283	1377.5	C1c/C45_AY239364;C1d_AY258488
921	denovo4020	98.59	1	0	3	283	1377.5	C3_AB778606;C16_AY258477
922	denovo174	98.26	0	1	4	287	1378	G3.3_LK392377;G3.1_KC597688
923	denovo1864	98.26	0	1	4	287	1378	G3.3_LK392377;G3.1_KC597688
924	denovo4581	98.26	0	1	4	287	1378	G3.3_LK392377;G3.1_KC597688
925	denovo349	99.64	1	0	0	278	1379	C17.2_FJ461513
926	denovo2469	98.59	0	0	4	283	1379	C41_AY258486
927	denovo2848	98.59	0	0	4	283	1379	C3_AB778606;C11_AF499800;C16_AY258477
928	denovo285	98.59	0	0	4	283	1379	C1c/C45_AY239364;C1d_AY258488;C1010_DQ480607
929	denovo3036	98.59	0	0	4	283	1379	C1051_AF195153;C1151_AB294621;C15a_AY258476
930	denovo4134	98.59	0	0	4	283	1379	C3.12_FJ461507;C42_AY765402
931	denovo4540	98.59	0	0	4	283	1379	C1_JN558041;C1006_DQ480629;C29_AY258494
932	denovo4698	98.59	0	0	4	283	1379	C41_AY258486
933	denovo4983	98.59	0	0	4	283	1379	C1_JN558041
934	denovo5723	98.59	0	0	4	283	1379	C1p_GU907652
935	denovo5959	98.59	0	0	4	283	1379	C1_JN558041
936	denovo6567	98.59	0	0	4	283	1379	C3_AB778606;C3.14_HQ630872
937	denovo3333	99.64	1	0	0	278	1379.5	C17.2_FJ461513
938	denovo3555	99.64	1	0	0	278	1379.5	C17.2_FJ461513
939	denovo6671	99.64	1	0	0	278	1379.5	C17.2_FJ461513
940	denovo1116	100	0	0	0	276	1380	C21/3d/C3k_AY239372
941	denovo1162	100	0	0	0	276	1380	C21/3d/C3k_AY239372
942	denovo1258	100	0	0	0	276	1380	C21.2_JF683324
943	denovo1264	100	0	0	0	276	1380	C17.1_JF683322
944	denovo1395	100	0	0	0	276	1380	C21/3d/C3k_AY239372
945	denovo2348	100	0	0	0	276	1380	C21.2_JF683324
946	denovo2390	100	0	0	0	276	1380	C21.3_JF683325
947	denovo2435	100	0	0	0	276	1380	C21.2_JF683324
948	denovo2783	100	0	0	0	276	1380	C21.10_JF683331
949	denovo3133	100	0	0	0	276	1380	C21.7_JF683328
950	denovo3262	100	0	0	0	276	1380	C21.6_HQ630873
951	denovo3272	100	0	0	0	276	1380	C3h_AY239365
952	denovo3290	100	0	0	0	276	1380	C21.11_HQ630874
953	denovo3421	100	0	0	0	276	1380	C21.5_JF683327
954	denovo3478	100	0	0	0	276	1380	C21.9_JF683330
955	denovo3546	100	0	0	0	276	1380	C21.1_JF683323
956	denovo3591	100	0	0	0	276	1380	C21.6_HQ630873
957	denovo3647	100	0	0	0	276	1380	C21/3d/C3k_AY239372
958	denovo396	100	0	0	0	276	1380	C21/3d/C3k_AY239372
959	denovo3962	100	0	0	0	276	1380	C21.11_HQ630874
960	denovo3964	100	0	0	0	276	1380	C17.1_JF683322
961	denovo4406	100	0	0	0	276	1380	C32.2_JF683336
962	denovo4426	100	0	0	0	276	1380	C21.11_HQ630874
963	denovo478	100	0	0	0	276	1380	C21/3d/C3k_AY239372
964	denovo4904	100	0	0	0	276	1380	C21.11_HQ630874
965	denovo5524	100	0	0	0	276	1380	C21.10_JF683331
966	denovo583	100	0	0	0	276	1380	C21/3d/C3k_AY239372
967	denovo5871	100	0	0	0	276	1380	C21/3d/C3k_AY239372
968	denovo6188	100	0	0	0	276	1380	C21.4_JF683326
969	denovo6440	100	0	0	0	276	1380	C21/3d/C3k_AY239372
970	denovo671	100	0	0	0	276	1380	C21/3d/C3k_AY239372
971	denovo6857	100	0	0	0	276	1380	C21.9_JF683330
972	denovo778	100	0	0	0	276	1380	C21/3d/C3k_AY239372
973	denovo99	100	0	0	0	276	1380	C21.8_JF683329
974	denovo1847	98.94	1	1	1	283	1380	C3_AB778606;C93_AJ621536
975	denovo1877	98.94	1	1	1	283	1380	C3_AB778606;C93_AJ621536
976	denovo3531	98.94	1	1	1	283	1380	C1c/C45_AY239364
977	denovo6015	98.94	1	1	1	283	1380	C3_AB778606;C93_AJ621536
978	denovo6822	98.94	1	1	1	283	1380	C7_AF499797
979	denovo1191	99.29	1	0	1	280	1380.5	C31_AY258496
980	denovo4588	99.29	1	0	1	280	1380.5	C31_AY258496
981	denovo6416	99.29	1	0	1	280	1380.5	C31_AY258496
982	denovo6836	99.29	1	0	1	280	1380.5	C31_AY258496
983	denovo1019	99.64	0	0	1	278	1381	C17.2_FJ461513
984	denovo1112	99.64	0	0	1	278	1381	C17.2_FJ461513
985	denovo1123	99.64	0	0	1	278	1381	C17.2_FJ461513
986	denovo1155	99.64	0	0	1	278	1381	C17.2_FJ461513
987	denovo1221	99.64	0	0	1	278	1381	C17.2_FJ461513
988	denovo1238	99.64	0	0	1	278	1381	C17.2_FJ461513
989	denovo1257	99.64	0	0	1	278	1381	C17.2_FJ461513
990	denovo129	99.64	0	0	1	278	1381	C17.2_FJ461513
991	denovo1352	99.64	0	0	1	278	1381	C17.2_FJ461513
992	denovo1480	99.64	0	0	1	278	1381	C17.2_FJ461513
993	denovo1489	99.64	0	0	1	278	1381	C17.2_FJ461513
994	denovo1559	99.64	0	0	1	278	1381	C17.2_FJ461513
995	denovo1581	99.64	0	0	1	278	1381	C17.2_FJ461513
996	denovo1585	99.64	0	0	1	278	1381	C17.2_FJ461513
997	denovo1650	99.64	0	0	1	278	1381	C17.2_FJ461513
998	denovo1669	99.64	0	0	1	278	1381	C17.2_FJ461513
999	denovo1700	99.64	0	0	1	278	1381	C17.2_FJ461513
1000	denovo1755	99.64	0	0	1	278	1381	C17.2_FJ461513
1001	denovo1848	99.64	0	0	1	278	1381	C17.2_FJ461513
1002	denovo1853	99.64	0	0	1	278	1381	C17.2_FJ461513
1003	denovo1858	99.64	0	0	1	278	1381	C17.2_FJ461513
1004	denovo186	99.64	0	0	1	278	1381	C17.2_FJ461513
1005	denovo1878	99.64	0	0	1	278	1381	C17.2_FJ461513
1006	denovo1900	99.64	0	0	1	278	1381	C17.2_FJ461513
1007	denovo1907	99.64	0	0	1	278	1381	C17.2_FJ461513
1008	denovo1932	99.64	0	0	1	278	1381	C17.2_FJ461513
1009	denovo199	99.64	0	0	1	278	1381	C17.2_FJ461513
1010	denovo2001	99.64	0	0	1	278	1381	C17.2_FJ461513
1011	denovo2005	99.64	0	0	1	278	1381	C17.2_FJ461513
1012	denovo2051	99.64	0	0	1	278	1381	C17.2_FJ461513
1013	denovo2061	99.64	0	0	1	278	1381	C17.2_FJ461513
1014	denovo2078	99.64	0	0	1	278	1381	C17.2_FJ461513
1015	denovo2123	99.64	0	0	1	278	1381	C17.2_FJ461513
1016	denovo2188	99.64	0	0	1	278	1381	C17.2_FJ461513
1017	denovo2205	99.64	0	0	1	278	1381	C17.2_FJ461513
1018	denovo2245	99.64	0	0	1	278	1381	C17.2_FJ461513
1019	denovo2259	99.64	0	0	1	278	1381	C17.2_FJ461513
1020	denovo2362	99.64	0	0	1	278	1381	C17.2_FJ461513
1021	denovo2370	99.64	0	0	1	278	1381	C17.2_FJ461513
1022	denovo2373	99.64	0	0	1	278	1381	C17.2_FJ461513
1023	denovo2378	99.64	0	0	1	278	1381	C17.2_FJ461513
1024	denovo2388	99.64	0	0	1	278	1381	C17.2_FJ461513
1025	denovo2485	99.64	0	0	1	278	1381	C63a_AY589767
1026	denovo2511	99.64	0	0	1	278	1381	C17.2_FJ461513
1027	denovo2540	99.64	0	0	1	278	1381	C17.2_FJ461513
1028	denovo2548	99.64	0	0	1	278	1381	C17.2_FJ461513
1029	denovo2563	99.64	0	0	1	278	1381	C17.2_FJ461513
1030	denovo2589	99.64	0	0	1	278	1381	C17.2_FJ461513
1031	denovo261	99.64	0	0	1	278	1381	C17.2_FJ461513
1032	denovo2644	99.64	0	0	1	278	1381	C17.2_FJ461513
1033	denovo266	99.64	0	0	1	278	1381	C17.2_FJ461513
1034	denovo2686	99.64	0	0	1	278	1381	C17.2_FJ461513
1035	denovo27	99.64	0	0	1	278	1381	C17.2_FJ461513
1036	denovo2712	99.64	0	0	1	278	1381	C17.2_FJ461513
1037	denovo2784	99.64	0	0	1	278	1381	C17.2_FJ461513
1038	denovo2814	99.64	0	0	1	278	1381	C17.2_FJ461513
1039	denovo2937	99.64	0	0	1	278	1381	C17.2_FJ461513
1040	denovo2974	99.64	0	0	1	278	1381	C17.2_FJ461513
1041	denovo3008	99.64	0	0	1	278	1381	C17.2_FJ461513
1042	denovo3111	99.64	0	0	1	278	1381	C17.2_FJ461513
1043	denovo3142	99.64	0	0	1	278	1381	C17.2_FJ461513
1044	denovo3206	99.64	0	0	1	278	1381	C17.2_FJ461513
1045	denovo3277	99.64	0	0	1	278	1381	C17.2_FJ461513
1046	denovo3285	99.64	0	0	1	278	1381	C17.2_FJ461513
1047	denovo3395	99.64	0	0	1	278	1381	C17.2_FJ461513
1048	denovo3432	99.64	0	0	1	278	1381	C17.2_FJ461513
1049	denovo3453	99.64	0	0	1	278	1381	C17.2_FJ461513
1050	denovo3482	99.64	0	0	1	278	1381	C17.2_FJ461513
1051	denovo3488	99.64	0	0	1	278	1381	C17.2_FJ461513
1052	denovo3491	99.64	0	0	1	278	1381	C17.2_FJ461513
1053	denovo3563	99.64	0	0	1	278	1381	C17.2_FJ461513
1054	denovo3611	99.64	0	0	1	278	1381	C17.2_FJ461513
1055	denovo3619	99.64	0	0	1	278	1381	C17.2_FJ461513
1056	denovo3627	99.64	0	0	1	278	1381	C17.2_FJ461513
1057	denovo3674	99.64	0	0	1	278	1381	C17.2_FJ461513
1058	denovo3715	99.64	0	0	1	278	1381	C17.2_FJ461513
1059	denovo3776	99.64	0	0	1	278	1381	C17.2_FJ461513
1060	denovo3823	99.64	0	0	1	278	1381	C17.2_FJ461513
1061	denovo3830	99.64	0	0	1	278	1381	C17.2_FJ461513
1062	denovo4114	99.64	0	0	1	278	1381	C17.2_FJ461513
1063	denovo4143	99.64	0	0	1	278	1381	C17.2_FJ461513
1064	denovo4145	99.64	0	0	1	278	1381	C17.2_FJ461513
1065	denovo4148	99.64	0	0	1	278	1381	C17.2_FJ461513
1066	denovo4155	99.64	0	0	1	278	1381	C17.2_FJ461513
1067	denovo4161	99.64	0	0	1	278	1381	C17.2_FJ461513
1068	denovo4277	99.64	0	0	1	278	1381	C17.2_FJ461513
1069	denovo4315	99.64	0	0	1	278	1381	C17.2_FJ461513
1070	denovo4316	99.64	0	0	1	278	1381	C17.2_FJ461513
1071	denovo4329	99.64	0	0	1	278	1381	C17.2_FJ461513
1072	denovo4349	99.64	0	0	1	278	1381	C17.2_FJ461513
1073	denovo4443	99.64	0	0	1	278	1381	C17.2_FJ461513
1074	denovo4449	99.64	0	0	1	278	1381	C17.2_FJ461513
1075	denovo4480	99.64	0	0	1	278	1381	C17.2_FJ461513
1076	denovo4539	99.64	0	0	1	278	1381	C17.2_FJ461513
1077	denovo4595	99.64	0	0	1	278	1381	C17.2_FJ461513
1078	denovo4606	99.64	0	0	1	278	1381	C17.2_FJ461513
1079	denovo4608	99.64	0	0	1	278	1381	C17.2_FJ461513
1080	denovo4666	99.64	0	0	1	278	1381	C17.2_FJ461513
1081	denovo4717	99.64	0	0	1	278	1381	C17.2_FJ461513
1082	denovo4740	99.64	0	0	1	278	1381	C17.2_FJ461513
1083	denovo4780	99.64	0	0	1	278	1381	C17.2_FJ461513
1084	denovo4807	99.64	0	0	1	278	1381	C17.2_FJ461513
1085	denovo4847	99.64	0	0	1	278	1381	C17.2_FJ461513
1086	denovo4878	99.64	0	0	1	278	1381	C17.2_FJ461513
1087	denovo4881	99.64	0	0	1	278	1381	C17.2_FJ461513
1088	denovo4962	99.64	0	0	1	278	1381	C17.2_FJ461513
1089	denovo4988	99.64	0	0	1	278	1381	C17.2_FJ461513
1090	denovo5005	99.64	0	0	1	278	1381	C17.2_FJ461513
1091	denovo5018	99.64	0	0	1	278	1381	C17.2_FJ461513
1092	denovo5032	99.64	0	0	1	278	1381	C17.2_FJ461513
1093	denovo505	99.64	0	0	1	278	1381	C17.2_FJ461513
1094	denovo5054	99.64	0	0	1	278	1381	C17.2_FJ461513
1095	denovo5091	99.64	0	0	1	278	1381	C17.2_FJ461513
1096	denovo5094	99.64	0	0	1	278	1381	C17.2_FJ461513
1097	denovo5128	99.64	0	0	1	278	1381	C17.2_FJ461513
1098	denovo5207	99.64	0	0	1	278	1381	C17.2_FJ461513
1099	denovo5221	99.64	0	0	1	278	1381	C17.2_FJ461513
1100	denovo5225	99.64	0	0	1	278	1381	C17.2_FJ461513
1101	denovo5227	99.64	0	0	1	278	1381	C17.2_FJ461513
1102	denovo5279	99.64	0	0	1	278	1381	C17.2_FJ461513
1103	denovo5311	99.64	0	0	1	278	1381	C17.2_FJ461513
1104	denovo5392	99.64	0	0	1	278	1381	C17.2_FJ461513
1105	denovo5393	99.64	0	0	1	278	1381	C17.2_FJ461513
1106	denovo5402	99.64	0	0	1	278	1381	C17.2_FJ461513
1107	denovo5436	99.64	0	0	1	278	1381	C17.2_FJ461513
1108	denovo5463	99.64	0	0	1	278	1381	C17.2_FJ461513
1109	denovo5506	99.64	0	0	1	278	1381	C17.2_FJ461513
1110	denovo5516	99.64	0	0	1	278	1381	C17.2_FJ461513
1111	denovo5525	99.64	0	0	1	278	1381	C17.2_FJ461513
1112	denovo5534	99.64	0	0	1	278	1381	C17.2_FJ461513
1113	denovo5544	99.64	0	0	1	278	1381	C17.2_FJ461513
1114	denovo5590	99.64	0	0	1	278	1381	C17.2_FJ461513
1115	denovo560	99.64	0	0	1	278	1381	C17.2_FJ461513
1116	denovo5635	99.64	0	0	1	278	1381	C17.2_FJ461513
1117	denovo5663	99.64	0	0	1	278	1381	C17.2_FJ461513
1118	denovo5718	99.64	0	0	1	278	1381	C17.2_FJ461513
1119	denovo5720	99.64	0	0	1	278	1381	C17.2_FJ461513
1120	denovo5825	99.64	0	0	1	278	1381	C17.2_FJ461513
1121	denovo5833	99.64	0	0	1	278	1381	C17.2_FJ461513
1122	denovo5860	99.64	0	0	1	278	1381	C17.2_FJ461513
1123	denovo5877	99.64	0	0	1	278	1381	C17.2_FJ461513
1124	denovo5881	99.64	0	0	1	278	1381	C17.2_FJ461513
1125	denovo589	99.64	0	0	1	278	1381	C17.2_FJ461513
1126	denovo591	99.64	0	0	1	278	1381	C17.2_FJ461513
1127	denovo5938	99.64	0	0	1	278	1381	C17.2_FJ461513
1128	denovo5964	99.64	0	0	1	278	1381	C17.2_FJ461513
1129	denovo5973	99.64	0	0	1	278	1381	C17.2_FJ461513
1130	denovo601	99.64	0	0	1	278	1381	C17.2_FJ461513
1131	denovo6030	99.64	0	0	1	278	1381	C17.2_FJ461513
1132	denovo6037	99.64	0	0	1	278	1381	C17.2_FJ461513
1133	denovo6058	99.64	0	0	1	278	1381	C17.2_FJ461513
1134	denovo6123	99.64	0	0	1	278	1381	C17.2_FJ461513
1135	denovo6125	99.64	0	0	1	278	1381	C17.2_FJ461513
1136	denovo6167	99.64	0	0	1	278	1381	C17.2_FJ461513
1137	denovo6195	99.64	0	0	1	278	1381	C17.2_FJ461513
1138	denovo6200	99.64	0	0	1	278	1381	C63a_AY589767
1139	denovo6223	99.64	0	0	1	278	1381	C17.2_FJ461513
1140	denovo6239	99.64	0	0	1	278	1381	C17.2_FJ461513
1141	denovo6245	99.64	0	0	1	278	1381	C17.2_FJ461513
1142	denovo6285	99.64	0	0	1	278	1381	C17.2_FJ461513
1143	denovo6299	99.64	0	0	1	278	1381	C17.2_FJ461513
1144	denovo6382	99.64	0	0	1	278	1381	C17.2_FJ461513
1145	denovo6398	99.64	0	0	1	278	1381	C17.2_FJ461513
1146	denovo6407	99.64	0	0	1	278	1381	C17.2_FJ461513
1147	denovo6530	99.64	0	0	1	278	1381	C17.2_FJ461513
1148	denovo6538	99.64	0	0	1	278	1381	C17.2_FJ461513
1149	denovo6600	99.64	0	0	1	278	1381	C17.2_FJ461513
1150	denovo6634	99.64	0	0	1	278	1381	C17.2_FJ461513
1151	denovo6639	99.64	0	0	1	278	1381	C17.2_FJ461513
1152	denovo6683	99.64	0	0	1	278	1381	C17.2_FJ461513
1153	denovo6685	99.64	0	0	1	278	1381	C17.2_FJ461513
1154	denovo6694	99.64	0	0	1	278	1381	C17.2_FJ461513
1155	denovo6701	99.64	0	0	1	278	1381	C17.2_FJ461513
1156	denovo6703	99.64	0	0	1	278	1381	C17.2_FJ461513
