otu	sim	del	ins	mis	len	score	hit
754	denovo844	98.23	1	2	2	283	1355.5	C36_AY258480
755	denovo253	97.21	5	0	3	287	1355.5	G3.1_KC597688
756	denovo880	97.54	4	0	3	285	1356	C12_AF499801
757	denovo483	97.56	2	2	3	287	1356	B1.I_Green2014
758	denovo43	97.54	2	0	5	285	1359	C12_AF499801
759	denovo864	98.59	0	3	1	283	1359.5	C15.21_KC597683
760	denovo493	98.23	2	1	2	283	1360.5	C1040_AB190269
761	denovo1011	97.88	0	0	6	283	1361	C1c/C45_AY239364;C1d_AY258488
762	denovo160	97.88	0	0	6	283	1361	C1c/C45_AY239364
763	denovo564	97.88	0	0	6	283	1361	C3.12_FJ461507
764	denovo741	97.88	0	0	6	283	1361	C3.16_EU786015
765	denovo77	97.88	0	0	6	283	1361	C3.12_FJ461507;C3.16_EU786015
766	denovo470	98.23	1	1	3	283	1361.5	C42_AY765402
767	denovo815	98.23	2	1	2	283	1362.5	C1c/C45_AY239364;C4_AF499794
768	denovo228	97.89	1	1	4	285	1363	C12_AF499801
769	denovo1124	98.25	2	2	1	285	1364	C12_AF499801
770	denovo148	98.24	1	2	2	284	1365.5	F109_AJ291527
771	denovo123	98.25	1	2	2	285	1365.5	C12_AF499801
772	denovo745	98.58	1	1	2	282	1366	C3.1_JF683321
773	denovo2	98.23	2	0	3	283	1367	C3.12_FJ461507;C93_AJ621536;C42_AY765402
774	denovo848	97.91	1	1	4	287	1367.5	G3.1_KC597688
775	denovo312	99.28	2	0	0	278	1369	C17.2_FJ461513
776	denovo422	98.94	0	2	1	283	1369.5	C15.25_KC597685
777	denovo618	98.59	1	2	1	284	1369.5	C31.4_JF683334
778	denovo1063	98.23	0	0	5	283	1370	C3.12_FJ461507;C42_AY765402
779	denovo1209	98.23	0	0	5	283	1370	C1051_AF195153
780	denovo1210	98.59	1	1	2	283	1371	C1c/C45_AY239364
781	denovo699	98.23	0	0	5	283	1372	C1198_EU099810
782	denovo1188	98.59	2	0	2	283	1376	C60_AY589764;C15.9_FN563475
783	denovo668	98.26	0	1	4	287	1378	G3.3_LK392377;G3.1_KC597688
784	denovo22	100	0	0	0	276	1380	C32.2_JF683336
785	denovo800	98.25	0	0	5	285	1380	C12_AF499801
786	denovo113	97.91	0	0	6	287	1381	G3.1_KC597688
787	denovo888	98.94	0	0	3	284	1381.5	G3.1_KC597688
788	denovo1065	98.26	1	1	3	287	1382	B1.I_Green2014
789	denovo1146	98.94	1	0	2	283	1386	C15b_AY258491
790	denovo1208	99.29	0	0	2	283	1397	C1_JN558041;C1006_DQ480629
791	denovo213	99.29	0	0	2	283	1397	C1c/C45_AY239364;C1.6_FJ461493
792	denovo555	98.95	0	2	1	287	1397	G3.1_KC597688
793	denovo225	100	0	0	0	280	1400	C31_AY258496
794	denovo554	99.3	0	0	2	284	1407	F109_AJ291527
795	denovo788	98.95	0	0	3	287	1408	G3.4_LK392378
796	denovo645	99.65	0	0	1	287	1426	G3.1_KC597688
797	denovo151	98.97	1	0	2	292	1431.5	F2_AJ830908
798	denovo361	100	0	0	0	287	1435	B1.I_Green2014
